precision_resistor,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,s30,s31,s32,temperature,humidity,deviceid,timestamp_ms,mfc_1,mfc_2,mfc_3,mfc_4,mfc_5,trial_state
10000.0,4864.0,471438.0,5518.0,227662.0,174840.0,5142.0,65856.0,148168.0,7409.0,218201.0,22918.0,43730.0,32944.0,316555.0,11688.0,46699.0,288390.0,12768.0,117075.0,12694.0,89187.0,27101.0,6890.0,190934.0,91570.0,99630.0,39650.0,53581.0,29877.0,415126.0,20185.0,15767.0,25.8,32.11,100139_3637_0700807,1676927157980,-1.0,-1.0,-1.0,-1.0,-1.0,baseline_11
10000.0,4864.0,470732.0,5519.0,227125.0,174925.0,5145.0,65820.0,148037.0,7404.0,218293.0,22902.0,43753.0,32950.0,316555.0,11683.0,46686.0,288968.0,12768.0,117167.0,12702.0,89175.0,27102.0,6883.0,190741.0,91558.0,99704.0,39643.0,53550.0,30111.0,415067.0,20187.0,15760.0,25.78,32.08,100139_3637_0700807,1676927159922,-1.0,-1.0,-1.0,-1.0,-1.0,baseline_11
10000.0,4866.0,471240.0,5518.0,227132.0,174981.0,5144.0,65791.0,148184.0,7409.0,218455.0,22907.0,43733.0,32946.0,316509.0,11681.0,46690.0,288453.0,12766.0,117068.0,12698.0,89191.0,27094.0,6886.0,190692.0,91529.0,99681.0,39661.0,53556.0,30076.0,415214.0,20182.0,15753.0,25.76,32.06,100139_3637_0700807,1676927160892,-1.0,-1.0,-1.0,-1.0,-1.0,baseline_11
10000.0,4866.0,471523.0,5514.0,227313.0,174940.0,5144.0,65816.0,148115.0,7408.0,218600.0,22905.0,43743.0,32940.0,316554.0,11685.0,46684.0,288617.0,12764.0,117130.0,12697.0,89195.0,27099.0,6887.0,190582.0,91498.0,99736.0,39641.0,53556.0,30121.0,415018.0,20184.0,15760.0,25.8,32.06,100139_3637_0700807,1676927161857,-1.0,-1.0,-1.0,-1.0,-1.0,baseline_11
10000.0,4867.0,470998.0,5522.0,227771.0,175086.0,5142.0,65799.0,147872.0,7404.0,218035.0,22900.0,43750.0,32951.0,316420.0,11679.0,46669.0,288542.0,12765.0,117111.0,12699.0,89226.0,27089.0,6889.0,190628.0,91501.0,99686.0,39637.0,53535.0,30179.0,415009.0,20182.0,15764.0,25.8,32.04,100139_3637_0700807,1676927162823,-1.0,-1.0,-1.0,-1.0,-1.0,baseline_11
10000.0,4861.0,471137.0,5516.0,227238.0,175035.0,5143.0,65863.0,147807.0,7408.0,217777.0,22909.0,43726.0,32949.0,316448.0,11685.0,46681.0,288269.0,12767.0,117039.0,12695.0,89222.0,27103.0,6886.0,190481.0,91517.0,99715.0,39630.0,53511.0,30065.0,414781.0,20193.0,15764.0,25.77,32.04,100139_3637_0700807,1676927163794,-1.0,-1.0,-1.0,-1.0,-1.0,baseline_11
10000.0,4865.0,470834.0,5523.0,227348.0,174964.0,5148.0,65851.0,147735.0,7411.0,218008.0,22899.0,43730.0,32946.0,316381.0,11684.0,46668.0,288552.0,12762.0,117060.0,12699.0,89191.0,27094.0,6890.0,190572.0,91525.0,99698.0,39662.0,53511.0,30281.0,414625.0,20187.0,15768.0,25.77,32.01,100139_3637_0700807,1676927164765,-1.0,-1.0,-1.0,-1.0,-1.0,baseline_11
10000.0,4862.0,470268.0,5516.0,227360.0,174982.0,5138.0,65855.0,147979.0,7408.0,217964.0,22900.0,43748.0,32945.0,316317.0,11684.0,46685.0,288243.0,12764.0,117081.0,12700.0,89209.0,27083.0,6889.0,190498.0,91505.0,99681.0,39659.0,53481.0,30296.0,414668.0,20188.0,15760.0,25.77,32.0,100139_3637_0700807,1676927165723,-1.0,-1.0,-1.0,-1.0,-1.0,baseline_11
10000.0,4867.0,470335.0,5518.0,227284.0,174956.0,5140.0,65975.0,148030.0,7409.0,217881.0,22899.0,43751.0,32943.0,316525.0,11682.0,46672.0,288300.0,12762.0,117147.0,12698.0,89197.0,27100.0,6882.0,190564.0,91477.0,99692.0,39635.0,53462.0,30450.0,414645.0,20191.0,15763.0,25.8,31.98,100139_3637_0700807,1676927166695,-1.0,-1.0,-1.0,-1.0,-1.0,baseline_11
10000.0,4866.0,470521.0,5514.0,227323.0,174910.0,5142.0,65864.0,147979.0,7405.0,217843.0,22904.0,43740.0,32951.0,316446.0,11677.0,46696.0,288285.0,12762.0,117056.0,12694.0,89206.0,27099.0,6891.0,190189.0,91469.0,99738.0,39633.0,53480.0,30278.0,414578.0,20188.0,15762.0,25.82,31.98,100139_3637_0700807,1676927167667,-1.0,-1.0,-1.0,-1.0,-1.0,baseline_11
10000.0,4866.0,470635.0,5515.0,226655.0,174983.0,5143.0,65900.0,148055.0,7409.0,218037.0,22896.0,43740.0,32949.0,316479.0,11681.0,46697.0,288409.0,12760.0,117047.0,12698.0,89201.0,27112.0,6886.0,190460.0,91503.0,99736.0,39626.0,53459.0,30282.0,414509.0,20182.0,15759.0,25.8,31.94,100139_3637_0700807,1676927168636,-1.0,-1.0,-1.0,-1.0,-1.0,baseline_11
10000.0,4864.0,470791.0,5515.0,227199.0,174786.0,5143.0,65819.0,148044.0,7404.0,218167.0,22892.0,43735.0,32950.0,316561.0,11680.0,46681.0,288564.0,12763.0,117037.0,12699.0,89246.0,27081.0,6886.0,190105.0,91495.0,99617.0,39629.0,53447.0,30319.0,414581.0,20186.0,15760.0,25.76,31.93,100139_3637_0700807,1676927169598,-1.0,-1.0,-1.0,-1.0,-1.0,baseline_11
10000.0,4863.0,470449.0,5517.0,227046.0,174795.0,5147.0,65789.0,147940.0,7405.0,217872.0,22890.0,43738.0,32961.0,316423.0,11681.0,46682.0,288453.0,12758.0,117144.0,12696.0,89207.0,27096.0,6885.0,190297.0,91457.0,99574.0,39636.0,53413.0,30304.0,414559.0,20179.0,15763.0,25.77,31.91,100139_3637_0700807,1676927171539,-1.0,-1.0,-1.0,-1.0,-1.0,baseline_11
10000.0,4863.0,470757.0,5513.0,227156.0,174874.0,5143.0,65766.0,147877.0,7407.0,217923.0,22898.0,43731.0,32959.0,316539.0,11674.0,46659.0,288464.0,12759.0,117179.0,12694.0,89231.0,27097.0,6888.0,190108.0,91434.0,99686.0,39612.0,53396.0,30342.0,414456.0,20189.0,15767.0,25.79,31.91,100139_3637_0700807,1676927172505,-1.0,-1.0,-1.0,-1.0,-1.0,baseline_11
10000.0,4864.0,470406.0,5520.0,227152.0,174944.0,5141.0,65847.0,147767.0,7408.0,218212.0,22895.0,43724.0,32958.0,316605.0,11680.0,46648.0,288501.0,12762.0,117164.0,12696.0,89208.0,27079.0,6890.0,190140.0,91460.0,99725.0,39619.0,53368.0,30355.0,414295.0,20183.0,15767.0,25.75,31.88,100139_3637_0700807,1676927173471,-1.0,-1.0,-1.0,-1.0,-1.0,baseline_11
10000.0,4862.0,470659.0,5512.0,226892.0,174909.0,5143.0,65896.0,147571.0,7410.0,218296.0,22880.0,43732.0,32946.0,316575.0,11680.0,46660.0,288228.0,12760.0,117189.0,12698.0,89205.0,27121.0,6888.0,190272.0,91437.0,99710.0,39615.0,53399.0,30343.0,414349.0,20187.0,15767.0,25.78,31.88,100139_3637_0700807,1676927174441,-1.0,-1.0,-1.0,-1.0,-1.0,baseline_11
10000.0,4863.0,470032.0,5516.0,226844.0,174950.0,5139.0,65862.0,147653.0,7404.0,217908.0,22883.0,43745.0,32958.0,316413.0,11677.0,46686.0,288241.0,12762.0,117137.0,12694.0,89210.0,27119.0,6887.0,190252.0,91458.0,99620.0,39638.0,53347.0,30295.0,414324.0,20191.0,15770.0,25.78,31.87,100139_3637_0700807,1676927175412,-1.0,-1.0,-1.0,-1.0,-1.0,baseline_11
10000.0,4866.0,470069.0,5518.0,226784.0,174846.0,5147.0,65810.0,147609.0,7409.0,217867.0,22896.0,43727.0,32960.0,316484.0,11677.0,46647.0,288764.0,12762.0,117089.0,12699.0,89183.0,27104.0,6887.0,190005.0,91429.0,99595.0,39618.0,53382.0,30267.0,414293.0,20181.0,15767.0,25.77,31.87,100139_3637_0700807,1676927176383,-1.0,-1.0,-1.0,-1.0,-1.0,baseline_11
10000.0,4862.0,470357.0,5518.0,227417.0,174740.0,5139.0,65727.0,147699.0,7407.0,217649.0,22878.0,43747.0,32953.0,316412.0,11682.0,46656.0,288293.0,12763.0,117047.0,12694.0,89214.0,27104.0,6883.0,190060.0,91457.0,99675.0,39626.0,53372.0,30264.0,414456.0,20183.0,15764.0,25.78,31.87,100139_3637_0700807,1676927177353,-1.0,-1.0,-1.0,-1.0,-1.0,baseline_11
10000.0,4861.0,470321.0,5519.0,227113.0,174904.0,5140.0,65848.0,147596.0,7406.0,217686.0,22891.0,43746.0,32950.0,316460.0,11682.0,46657.0,288789.0,12761.0,117124.0,12697.0,89211.0,27094.0,6883.0,190203.0,91433.0,99686.0,39611.0,53398.0,30293.0,414386.0,20185.0,15768.0,25.76,31.87,100139_3637_0700807,1676927178314,-1.0,-1.0,-1.0,-1.0,-1.0,baseline_11
10000.0,4865.0,470349.0,5517.0,227022.0,174918.0,5141.0,65770.0,147540.0,7406.0,217909.0,22897.0,43720.0,32948.0,316428.0,11680.0,46659.0,288065.0,12756.0,117173.0,12697.0,89213.0,27117.0,6888.0,190262.0,91436.0,99729.0,39629.0,53388.0,30323.0,414360.0,20188.0,15765.0,25.79,31.88,100139_3637_0700807,1676927179285,-1.0,-1.0,-1.0,-1.0,-1.0,baseline_11
10000.0,4865.0,470372.0,5514.0,227242.0,175054.0,5143.0,65837.0,147733.0,7407.0,217708.0,22888.0,43736.0,32950.0,316560.0,11679.0,46668.0,288332.0,12764.0,117029.0,12701.0,89234.0,27103.0,6885.0,190247.0,91428.0,99712.0,39633.0,53332.0,30325.0,414395.0,20192.0,15766.0,25.78,31.87,100139_3637_0700807,1676927180256,-1.0,-1.0,-1.0,-1.0,-1.0,baseline_11
10000.0,4860.0,470567.0,5515.0,226802.0,174946.0,5143.0,65818.0,147608.0,7406.0,217644.0,22891.0,43714.0,32950.0,316412.0,11683.0,46640.0,288322.0,12762.0,117181.0,12698.0,89198.0,27089.0,6881.0,190155.0,91432.0,99645.0,39619.0,53328.0,30304.0,414152.0,20186.0,15765.0,25.78,31.87,100139_3637_0700807,1676927181226,-1.0,-1.0,-1.0,-1.0,-1.0,baseline_11
10000.0,4866.0,470126.0,5516.0,226988.0,175048.0,5145.0,65734.0,147765.0,7409.0,217367.0,22897.0,43717.0,32948.0,316569.0,11680.0,46667.0,288178.0,12762.0,117155.0,12698.0,89200.0,27100.0,6888.0,190148.0,91402.0,99635.0,39621.0,53309.0,30330.0,414102.0,20183.0,15770.0,25.76,31.86,100139_3637_0700807,1676927182197,-1.0,-1.0,-1.0,-1.0,-1.0,baseline_11
10000.0,4865.0,470259.0,5520.0,226631.0,175032.0,5144.0,65854.0,147863.0,7409.0,217395.0,22885.0,43718.0,32948.0,316431.0,11682.0,46657.0,288423.0,12759.0,117117.0,12699.0,89220.0,27099.0,6885.0,190159.0,91415.0,99702.0,39627.0,53297.0,30300.0,414086.0,20186.0,15766.0,25.77,31.86,100139_3637_0700807,1676927183168,-1.0,-1.0,-1.0,-1.0,-1.0,baseline_11
10000.0,4863.0,470572.0,5519.0,227041.0,175204.0,5138.0,65811.0,147718.0,7405.0,217479.0,22875.0,43729.0,32945.0,316539.0,11675.0,46666.0,288445.0,12759.0,117106.0,12697.0,89209.0,27113.0,6889.0,189849.0,91450.0,99645.0,39612.0,53315.0,30398.0,414229.0,20185.0,15764.0,25.78,31.86,100139_3637_0700807,1676927184139,-1.0,-1.0,-1.0,-1.0,-1.0,baseline_11
10000.0,4868.0,470637.0,5517.0,226978.0,174921.0,5144.0,65832.0,147555.0,7405.0,217468.0,22892.0,43714.0,32950.0,316434.0,11679.0,46680.0,288387.0,12762.0,117213.0,12699.0,89203.0,27096.0,6883.0,189893.0,91408.0,99690.0,39602.0,53293.0,30447.0,414009.0,20189.0,15769.0,25.76,31.83,100139_3637_0700807,1676927185099,-1.0,-1.0,-1.0,-1.0,-1.0,baseline_11
10000.0,4865.0,470345.0,5516.0,226811.0,175163.0,5145.0,65860.0,147734.0,7410.0,217876.0,22885.0,43742.0,32945.0,316356.0,11675.0,46681.0,288340.0,12760.0,117046.0,12696.0,89181.0,27118.0,6884.0,190045.0,91392.0,99720.0,39594.0,53267.0,30408.0,413971.0,20187.0,15773.0,25.77,31.83,100139_3637_0700807,1676927186070,-1.0,-1.0,-1.0,-1.0,-1.0,baseline_11
10000.0,4863.0,470143.0,5517.0,226767.0,175091.0,5146.0,65800.0,147834.0,7406.0,217684.0,22873.0,43717.0,32946.0,316373.0,11680.0,46658.0,288366.0,12764.0,117097.0,12700.0,89213.0,27104.0,6892.0,189717.0,91415.0,99673.0,39608.0,53244.0,30372.0,413828.0,20192.0,15768.0,25.79,31.8,100139_3637_0700807,1676927187040,-1.0,-1.0,-1.0,-1.0,-1.0,baseline_11
10000.0,4862.0,470277.0,5514.0,226703.0,174932.0,5140.0,65818.0,147863.0,7407.0,217921.0,22882.0,43737.0,32939.0,316502.0,11678.0,46669.0,288044.0,12762.0,117066.0,12700.0,89192.0,27094.0,6883.0,189865.0,91402.0,99680.0,39618.0,53224.0,30387.0,413861.0,20182.0,15764.0,25.77,31.8,100139_3637_0700807,1676927188011,-1.0,-1.0,-1.0,-1.0,-1.0,baseline_11
10000.0,4865.0,470274.0,5514.0,226547.0,175085.0,5142.0,65891.0,148132.0,7402.0,217840.0,22885.0,43733.0,32952.0,316485.0,11673.0,46661.0,288377.0,12761.0,117309.0,12697.0,89198.0,27108.0,6887.0,189940.0,91372.0,99679.0,39613.0,53223.0,30352.0,413862.0,20191.0,15773.0,25.78,31.79,100139_3637_0700807,1676927188983,-1.0,-1.0,-1.0,-1.0,-1.0,baseline_11
