RRF0,CHR0,CHR1,CHR2,CHR3,CHR4,CHR5,CHR6,CHR7,CHR8,CHR9,CHR10,CHR11,CHR12,CHR13,CHR14,CHR15,CHR16,CHR17,CHR18,CHR19,CHR20,CHR21,CHR22,CHR23,CHR24,CHR25,CHR26,CHR27,CHR28,CHR29,CHR30,CHR31,T0,H0,P0,GAS0,FAN0,Trial State
2000000,17503,215447,25908,1067,43927,74366,11830,294176,5695,84289,2000000,328495,3570,688990,5314,93896,24042,87834,36027,124110,173890,68175,11278,57803,8200,22729,5247,10898,80329,582365,349846,179479,23.76,29.18,1002.66,174803.68,-1,baseline
2000000,17487,215657,25902,1064,43932,74377,11789,293987,5723,84308,2000000,329208,3595,689900,5337,93893,24045,87742,36047,124095,173856,68235,11312,57781,8224,22747,5298,10929,80344,582364,350210,179512,23.76,29.19,1002.65,174803.68,-1,baseline
2000000,17500,215440,25933,1053,43946,74316,11793,294038,5716,84322,2000000,328455,3584,688692,5330,93861,24085,87737,36034,124128,173873,68229,11298,57764,8182,22720,5268,10894,80256,582824,350085,179484,23.77,29.19,1002.66,174446.34,-1,baseline
2000000,17486,215617,25865,1016,43910,74287,11745,294206,5666,84271,2000000,328282,3577,688201,5309,93872,24029,87812,36034,124022,173798,68164,11280,57727,8159,22722,5252,10899,80187,582309,349560,179551,23.79,29.17,1002.65,173913.04,-1,baseline
2000000,17492,215932,25900,1053,43936,74328,11780,294070,5703,84292,2000000,328398,3573,688285,5284,93711,24027,87758,35996,124081,173960,68190,11267,57756,8180,22736,5288,10910,80296,582835,350314,179496,23.78,29.17,1002.66,174268.2,-1,baseline
2000000,17480,215755,25884,1050,43945,74328,11771,294044,5673,84237,2000000,328363,3563,688930,5298,93576,24047,87737,36029,124025,173936,68159,11264,57728,8184,22720,5270,10873,80243,582008,350111,179398,23.8,29.15,1002.66,173559.32,-1,baseline
2000000,17487,215726,25873,1011,43911,74199,11757,293985,5655,84250,2000000,327844,3549,688076,5280,93618,24022,87776,36020,124015,173863,68200,11269,57683,8171,22718,5263,10890,80156,582903,350091,179400,23.8,29.17,1002.67,174624.82,-1,baseline
2000000,17482,215775,25920,1053,43956,74144,11777,293895,5687,84266,2000000,326662,3552,687976,5311,94182,24058,87756,35998,124019,173844,68198,11267,57642,8155,22693,5263,10876,80203,582059,350142,179445,23.8,29.15,1002.65,175162.5,-1,baseline
2000000,17475,215623,25871,1018,43892,74203,11789,294005,5716,84217,2000000,326614,3552,688030,5281,93805,23992,87690,36000,124113,173963,68165,11276,57668,8171,22729,5247,10892,80276,582876,349938,179345,23.81,29.15,1002.66,174982.9,-1,baseline
2000000,17493,215672,25893,1027,43935,74287,11770,293964,5691,84251,2000000,326441,3527,687737,5327,93956,24069,87841,36004,124056,173952,68240,11294,57660,8210,22739,5270,10890,80363,582932,350119,179507,23.81,29.12,1002.68,175162.5,-1,baseline
2000000,17480,215532,25872,1064,43928,74286,11798,294186,5718,84254,2000000,326593,3561,687412,5312,94145,24045,87733,36009,124001,173897,68244,11287,57640,8200,22727,5291,10894,80385,582802,349770,179287,23.81,29.1,1002.69,175162.5,-1,baseline
2000000,17455,215570,25880,1057,43922,74255,11777,293806,5689,84218,2000000,326786,3549,686886,5293,93712,24015,87770,35996,124003,173906,68171,11235,57579,8148,22700,5243,10846,80258,582071,349987,179354,23.82,29.09,1002.68,174446.34,-1,baseline
2000000,17510,215465,25920,1044,43895,74257,11752,293691,5691,84231,2000000,327137,3573,687129,5293,94026,24036,87880,36016,124060,173877,68196,11260,57606,8201,22731,5311,10910,80329,581809,350169,179462,23.82,29.06,1002.66,175703.5,-1,baseline
2000000,17505,215807,25886,1062,43939,74253,11770,293888,5726,84275,2000000,326935,3589,687289,5318,93819,24034,87881,35985,123815,173842,68132,11276,57675,8224,22745,5319,10881,80307,581858,349580,179413,23.81,29.05,1002.67,175522.79,-1,baseline
2000000,17505,215410,25919,1080,43973,74329,11803,293740,5725,84263,2000000,326946,3577,687329,5307,93868,24059,87919,36027,124008,173877,68173,11310,57651,8208,22763,5291,10908,80302,582325,350179,179429,23.82,29.02,1002.65,174982.9,-1,baseline
2000000,17533,215780,25929,1069,43967,74256,11794,293843,5735,84273,2000000,327224,3589,687444,5295,93974,24092,87861,36038,123965,173888,68215,11313,57669,8215,22720,5270,10881,80256,582078,349261,179365,23.82,29.02,1002.69,175703.5,-1,baseline
2000000,17519,215259,25949,1106,43999,74262,11825,293521,5733,84270,2000000,327310,3566,686763,5343,94055,24054,87780,36048,124033,173894,68206,11298,57644,8205,22729,5288,10889,80345,581988,350176,179444,23.82,29.01,1002.71,174624.82,-1,baseline
2000000,17517,215208,25909,1055,43990,74228,11826,293530,5709,84261,2000000,326847,3580,687304,5295,93900,24063,87832,36045,124063,173778,68242,11308,57715,8226,22745,5282,10913,80319,581691,349840,179410,23.83,28.99,1002.69,175703.5,-1,baseline
2000000,17521,215791,25924,1101,44010,74277,11827,293741,5739,84311,2000000,326132,3621,687214,5355,94151,24094,87777,36057,124073,173740,68190,11346,57642,8219,22750,5321,10928,80306,581454,350127,179397,23.83,28.97,1002.69,174803.68,-1,baseline
2000000,17507,215758,25904,1085,43948,74253,11791,293753,5694,84252,2000000,326668,3579,687460,5312,94178,24042,87762,36061,124066,173838,68186,11313,57672,8209,22715,5266,10890,80267,581616,350526,179335,23.84,28.98,1002.68,173913.04,-1,baseline
2000000,17500,215589,25906,1085,43959,74174,11800,293733,5726,84260,2000000,326213,3577,688145,5325,94226,24047,87746,36055,123723,173793,68186,11326,57570,8207,22732,5277,10897,80226,581224,350741,179382,23.85,28.98,1002.72,174090.45,-1,baseline
2000000,17510,215780,25924,1055,43954,74168,11796,293587,5734,84286,2000000,326041,3634,688132,5304,94135,24056,87740,36020,124052,173858,68223,11287,57535,8207,22732,5323,10896,80294,580503,350358,179379,23.86,28.97,1002.72,173913.04,-1,baseline
2000000,17544,215593,25911,1076,43976,74268,11789,293559,5730,84274,2000000,326788,3588,687645,5343,93882,24072,87755,36052,124084,173803,68214,11306,57551,8221,22758,5291,10912,80290,581487,350320,179319,23.87,28.97,1002.71,173736.0,-1,baseline
2000000,17503,215504,25877,1046,43947,74222,11773,293478,5684,84292,2000000,326480,3561,688016,5293,94145,24063,87697,36009,124051,173761,68233,11260,57534,8194,22743,5256,10874,80331,580950,350671,179237,23.87,28.96,1002.73,173383.0,-1,baseline
2000000,17509,215425,25918,1071,43978,74220,11795,293557,5716,84298,2000000,325845,3573,687865,5309,93694,24076,87788,36036,124172,173933,68251,11326,57555,8224,22743,5284,10910,80269,581649,350610,179232,23.87,28.96,1002.73,173207.03,-1,baseline
2000000,17519,215288,25924,1046,43992,74210,11804,293462,5702,84305,2000000,326484,3603,688043,5289,94036,24058,87840,35977,123934,173879,68215,11312,57534,8223,22743,5273,10901,80241,581080,350442,179217,23.88,28.94,1002.72,173559.32,-1,baseline
