RRF0,CHR0,CHR1,CHR2,CHR3,CHR4,CHR5,CHR6,CHR7,CHR8,CHR9,CHR10,CHR11,CHR12,CHR13,CHR14,CHR15,CHR16,CHR17,CHR18,CHR19,CHR20,CHR21,CHR22,CHR23,CHR24,CHR25,CHR26,CHR27,CHR28,CHR29,CHR30,CHR31,T0,H0,P0,GAS0,FAN0,Trial State
2000000,14675,934816,234789,641772,102287,58521,24378,376778,67885,448981,2000000,65589,10611,597225,132588,220181,168887,175580,138887,193566,218473,116095,32400,161953,27861,162759,34235,18122,1068605,612320,86917,103395,22.36,32.69,1001.69,119069.76,-1,baseline
2000000,14667,935992,235242,642094,102091,58619,24387,376881,67830,449529,2000000,65569,10542,596418,132664,220104,168811,175554,138844,193581,218412,116064,32372,161734,27862,162811,34229,18090,1058061,612464,86925,103402,22.36,32.68,1001.67,119402.98,-1,baseline
2000000,14660,938556,234684,640875,102055,58555,24374,376581,67846,449348,2000000,65557,10551,596891,132610,219785,168837,175459,138869,193506,218278,116148,32380,161767,27843,162829,34206,18085,1061081,612372,86902,103437,22.37,32.7,1001.66,119570.29,-1,baseline
2000000,14682,937136,234967,641421,101858,58567,24364,376661,67842,449625,2000000,65546,10554,597150,132381,219944,168875,175436,138842,193601,218156,116111,32332,161576,27836,162902,34206,18067,1067384,612267,86926,103444,22.36,32.69,1001.64,118821.07,-1,baseline
2000000,14671,938267,235263,642382,102026,58498,24376,376657,67885,448727,2000000,65590,10575,597861,132308,219932,168696,175327,138881,193578,218211,116134,32362,161568,27809,162746,34226,18082,1061198,612173,86881,103437,22.36,32.71,1001.65,118903.85,-1,baseline
2000000,14668,936435,235577,641378,101962,58619,24385,376423,67856,448856,2000000,65576,10570,597833,132483,220003,168744,175431,138863,193851,218323,116021,32357,161636,27845,162811,34235,18102,1066980,612250,86906,103420,22.36,32.7,1001.64,119906.32,-1,baseline
2000000,14676,936410,235103,641507,102196,58616,24404,376735,67848,449477,2000000,65564,10577,597450,132453,219615,168765,175435,138861,193700,218344,116120,32392,161469,27841,162880,34220,18075,1072400,612131,86884,103459,22.35,32.7,1001.63,119570.29,-1,baseline
2000000,14666,936123,234571,641085,102036,58549,24388,376808,67899,449733,2000000,65536,10584,597214,132398,219738,168798,175696,138891,193520,218554,116051,32362,161254,27830,162778,34207,18077,1076819,612006,86860,103393,22.35,32.7,1001.64,119822.14,-1,baseline
2000000,14650,933572,234470,641017,102095,58608,24389,376699,67872,449147,2000000,65502,10595,597398,132565,220080,168816,175214,138785,193488,218508,115999,32347,160871,27851,162743,34224,18075,1064350,611909,86867,103450,22.36,32.72,1001.66,119906.32,-1,baseline
2000000,14655,938231,234147,641829,101914,58492,24374,376844,67843,449147,2000000,65519,10572,597649,132535,219653,168767,175554,138835,193556,218247,116015,32360,160874,27869,162803,34211,18118,1070184,611898,86852,103461,22.36,32.7,1001.67,120075.04,-1,baseline
2000000,14655,935092,234704,640421,102145,58598,24392,376671,67825,448267,2000000,65511,10590,597503,132407,219662,168751,175438,138832,193662,218352,116015,32363,160747,27884,162851,34249,18093,1070857,611828,86902,103432,22.36,32.71,1001.64,119906.32,-1,baseline
2000000,14657,933930,235099,640817,102001,58474,24403,376718,67855,449454,2000000,65494,10583,596850,132467,219536,168766,175443,138781,193642,218162,116054,32376,160691,27875,162903,34236,18116,1062571,611786,86958,103452,22.37,32.7,1001.67,119570.29,-1,baseline
2000000,14659,935019,234742,640674,102025,58600,24405,376918,67836,449934,2000000,65546,10588,596990,132553,219844,168822,175526,138931,193715,218224,116103,32403,160665,27843,162759,34249,18095,1058744,611798,86928,103438,22.36,32.7,1001.66,119822.14,-1,baseline
2000000,14674,936599,235300,640919,102074,58540,24351,376763,67838,448689,2000000,65504,10563,597318,132442,220216,168829,175623,138884,193533,218052,116074,32354,160588,27836,162693,34218,18061,1059271,611850,86949,103413,22.36,32.71,1001.65,119570.29,-1,baseline
2000000,14673,935719,234330,641671,102095,58575,24389,376600,67877,448599,2000000,65568,10590,597403,132423,219681,168824,175810,139009,193615,218255,116193,32353,160501,27859,162842,34263,18086,1066111,612024,86890,103434,22.36,32.71,1001.67,119069.76,-1,baseline
2000000,14662,937980,234364,641069,102115,58573,24396,376723,67881,449651,2000000,65582,10581,597727,132505,219855,168881,175541,138894,193641,218266,116134,32364,160544,27861,162777,34240,18107,1056680,611948,86874,103455,22.36,32.71,1001.67,119654.12,-1,baseline
2000000,14687,934524,235149,640964,102109,58573,24385,376919,67877,449568,2000000,65594,10561,597571,132313,220172,168813,175835,138878,193721,218050,116062,32369,160244,27848,162685,34274,18120,1067806,612004,86930,103466,22.36,32.7,1001.69,119319.5,-1,baseline
2000000,14673,936616,234748,641214,101716,58577,24406,376820,67870,449207,2000000,65599,10572,598336,132488,219856,168689,175755,138884,193664,218507,116104,32370,160202,27873,162712,34233,18079,1052372,612021,86849,103415,22.36,32.7,1001.7,120159.58,-1,baseline
2000000,14687,937071,234137,640992,101911,58601,24389,376734,67861,449661,2000000,65599,10577,596920,132329,220087,168783,175738,138851,193537,218350,116137,32362,160254,27837,162807,34218,18075,1062843,611859,86899,103456,22.35,32.7,1001.68,119906.32,-1,baseline
2000000,14683,937783,233268,640822,102156,58571,24401,376836,67867,449844,2000000,65616,10584,597276,132353,219931,168764,175584,138918,193606,218262,116189,32365,160130,27834,162682,34238,18091,1067704,611975,86860,103443,22.36,32.69,1001.66,119822.14,-1,baseline
2000000,14671,934987,233179,640583,101838,58621,24392,376801,67832,449401,2000000,65586,10559,597462,132493,220730,168807,175601,138797,193580,218167,116006,32355,159941,27809,162810,34217,18097,1066993,612009,86888,103447,22.37,32.7,1001.68,119738.07,-1,baseline
