precision_resistor,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,s30,s31,s32,temperature,humidity,deviceid,timestamp_ms,mfc_1,mfc_2,mfc_3,mfc_4,mfc_5,trial_state
10000.0,4849.0,450005.0,5511.0,224445.0,174116.0,5126.0,65311.0,147273.0,7399.0,208559.0,22380.0,43319.0,32906.0,311371.0,11509.0,45396.0,284488.0,12684.0,116614.0,12687.0,89062.0,26727.0,6816.0,178327.0,88515.0,99318.0,38279.0,46027.0,30766.0,387957.0,20173.0,15769.0,25.29,30.34,100139_3637_0700807,1676933018743,-1.0,-1.0,-1.0,-1.0,-1.0,baseline_11
10000.0,4848.0,449511.0,5507.0,224998.0,173961.0,5123.0,65310.0,147321.0,7398.0,208323.0,22375.0,43353.0,32906.0,311526.0,11509.0,45363.0,284478.0,12685.0,116668.0,12687.0,89075.0,26741.0,6812.0,178120.0,88532.0,99362.0,38293.0,45991.0,30771.0,388012.0,20170.0,15772.0,25.3,30.34,100139_3637_0700807,1676933020669,-1.0,-1.0,-1.0,-1.0,-1.0,baseline_11
10000.0,4844.0,449590.0,5506.0,224997.0,173960.0,5121.0,65385.0,147182.0,7400.0,208546.0,22377.0,43326.0,32896.0,311440.0,11509.0,45406.0,284654.0,12685.0,116554.0,12691.0,89081.0,26747.0,6815.0,178182.0,88520.0,99252.0,38282.0,46014.0,30804.0,387932.0,20170.0,15775.0,25.27,30.37,100139_3637_0700807,1676933021630,-1.0,-1.0,-1.0,-1.0,-1.0,baseline_11
10000.0,4843.0,449513.0,5510.0,224736.0,173890.0,5128.0,65303.0,147350.0,7398.0,208438.0,22380.0,43328.0,32910.0,311455.0,11505.0,45400.0,284723.0,12683.0,116671.0,12692.0,89060.0,26762.0,6815.0,178338.0,88537.0,99299.0,38277.0,46034.0,30799.0,387970.0,20169.0,15775.0,25.29,30.36,100139_3637_0700807,1676933022601,-1.0,-1.0,-1.0,-1.0,-1.0,baseline_11
10000.0,4841.0,449686.0,5506.0,224560.0,173806.0,5124.0,65339.0,146823.0,7400.0,208255.0,22379.0,43322.0,32912.0,311392.0,11508.0,45420.0,284761.0,12690.0,116595.0,12689.0,89047.0,26751.0,6814.0,178365.0,88525.0,99293.0,38298.0,46024.0,30790.0,388090.0,20167.0,15777.0,25.29,30.35,100139_3637_0700807,1676933023572,-1.0,-1.0,-1.0,-1.0,-1.0,baseline_11
10000.0,4847.0,449267.0,5511.0,224383.0,173761.0,5124.0,65318.0,146985.0,7402.0,208353.0,22369.0,43329.0,32908.0,311419.0,11512.0,45408.0,284746.0,12691.0,116532.0,12689.0,89091.0,26739.0,6815.0,178104.0,88513.0,99317.0,38293.0,45997.0,30810.0,387901.0,20175.0,15771.0,25.29,30.33,100139_3637_0700807,1676933024542,-1.0,-1.0,-1.0,-1.0,-1.0,baseline_11
10000.0,4848.0,449377.0,5510.0,224999.0,173936.0,5121.0,65368.0,147187.0,7395.0,208481.0,22386.0,43347.0,32915.0,311397.0,11511.0,45404.0,284877.0,12683.0,116640.0,12694.0,89116.0,26754.0,6813.0,178228.0,88535.0,99329.0,38289.0,46017.0,30815.0,388020.0,20169.0,15766.0,25.31,30.33,100139_3637_0700807,1676933025513,-1.0,-1.0,-1.0,-1.0,-1.0,baseline_11
10000.0,4841.0,449810.0,5510.0,224725.0,173995.0,5123.0,65271.0,147236.0,7394.0,208337.0,22370.0,43359.0,32912.0,311415.0,11509.0,45408.0,284583.0,12685.0,116490.0,12691.0,89054.0,26762.0,6817.0,178181.0,88532.0,99297.0,38277.0,46006.0,30821.0,387846.0,20161.0,15773.0,25.28,30.34,100139_3637_0700807,1676933026484,-1.0,-1.0,-1.0,-1.0,-1.0,baseline_11
10000.0,4846.0,449893.0,5506.0,224623.0,173920.0,5124.0,65291.0,147457.0,7394.0,208421.0,22373.0,43347.0,32907.0,311338.0,11508.0,45419.0,284822.0,12686.0,116531.0,12687.0,89094.0,26744.0,6823.0,178351.0,88530.0,99331.0,38278.0,45980.0,30834.0,388035.0,20166.0,15767.0,25.29,30.34,100139_3637_0700807,1676933027445,-1.0,-1.0,-1.0,-1.0,-1.0,baseline_11
10000.0,4844.0,449415.0,5505.0,224781.0,173812.0,5121.0,65361.0,147378.0,7398.0,208567.0,22374.0,43340.0,32911.0,311434.0,11510.0,45390.0,284740.0,12690.0,116540.0,12691.0,89071.0,26743.0,6817.0,178293.0,88521.0,99356.0,38293.0,46016.0,30782.0,387991.0,20166.0,15775.0,25.28,30.35,100139_3637_0700807,1676933028416,-1.0,-1.0,-1.0,-1.0,-1.0,baseline_11
