RRF0,CHR0,CHR1,CHR2,CHR3,CHR4,CHR5,CHR6,CHR7,CHR8,CHR9,CHR10,CHR11,CHR12,CHR13,CHR14,CHR15,CHR16,CHR17,CHR18,CHR19,CHR20,CHR21,CHR22,CHR23,CHR24,CHR25,CHR26,CHR27,CHR28,CHR29,CHR30,CHR31,T0,H0,P0,GAS0,FAN0,Trial State
2000000,14673,942075,233540,610976,102159,58642,24406,376920,67836,450071,2000000,73719,10566,601756,133334,223983,166655,174346,138496,193503,218714,116045,32354,132603,27826,163125,34389,18034,1097305,617549,86960,103360,22.73,34.92,1000.79,114978.66,-1,baseline
2000000,14687,940253,233928,610641,102017,58656,24411,376999,67813,450599,2000000,73775,10607,601604,133388,224624,166772,174084,138690,193524,218639,116125,32394,132501,27842,163101,34438,18080,1071370,617535,86957,103366,22.74,34.85,1000.8,116310.76,-1,baseline
2000000,14700,942095,233845,609287,102269,58693,24414,377105,67878,449406,2000000,73770,10616,601869,133189,221906,166805,174033,138629,193350,218531,116141,32374,132448,27799,162871,34409,18041,1087879,617531,86894,103405,22.73,34.8,1000.8,115133.79,-1,baseline
2000000,14699,940007,233862,609205,101930,58600,24426,376759,67828,449521,2000000,73673,10598,601815,133294,224520,166803,174242,138636,193435,218492,116055,32380,132325,27815,163040,34405,18048,1081630,617434,86935,103387,22.72,34.74,1000.78,115601.71,-1,baseline
2000000,14712,940621,234245,608263,102088,58670,24392,376663,67847,449739,2000000,73700,10604,601220,133373,223265,166790,174250,138699,193510,218432,116091,32388,132282,27810,163092,34416,18060,1090979,617235,86892,103354,22.72,34.69,1000.8,115289.35,-1,baseline
2000000,14685,942360,234043,607356,102159,58652,24417,376640,67848,449636,2000000,73660,10607,601740,133452,224548,166757,174267,138671,193516,218590,116185,32371,132246,27823,163071,34420,18054,1090847,617284,86979,103381,22.71,34.65,1000.79,115523.46,-1,baseline
2000000,14678,945476,233864,606817,102107,58642,24406,376908,67856,450130,2000000,73697,10588,601329,133329,223253,166777,174294,138617,193545,218559,116164,32396,132191,27830,162887,34396,18059,1089126,617178,86929,103410,22.71,34.6,1000.8,115601.71,-1,baseline
2000000,14685,943694,234112,606122,102133,58610,24391,376839,67855,450640,2000000,73651,10595,600362,133224,223413,166611,174386,138585,193504,218424,116054,32313,132028,27792,162939,34388,18027,1088747,616980,86932,103327,22.71,34.57,1000.79,115445.32,-1,baseline
2000000,14667,942279,234305,606032,102108,58646,24376,376664,67877,451164,2000000,73655,10572,601236,133469,224864,166525,174610,138676,193539,218569,116080,32325,132000,27817,163071,34376,18053,1086015,616980,86934,103357,22.71,34.51,1000.8,115523.46,-1,baseline
2000000,14680,939647,233895,605383,102124,58651,24378,376727,67843,450411,2000000,73654,10549,601533,133429,223535,166620,174579,138522,193473,218495,116166,32352,131893,27811,162935,34402,18044,1089273,617125,86931,103350,22.71,34.47,1000.79,115523.46,-1,baseline
