RRF0,CHR0,CHR1,CHR2,CHR3,CHR4,CHR5,CHR6,CHR7,CHR8,CHR9,CHR10,CHR11,CHR12,CHR13,CHR14,CHR15,CHR16,CHR17,CHR18,CHR19,CHR20,CHR21,CHR22,CHR23,CHR24,CHR25,CHR26,CHR27,CHR28,CHR29,CHR30,CHR31,T0,H0,P0,GAS0,FAN0,Trial State
2000000,17656,219836,25699,1140,43372,74515,11625,297705,5702,84793,2000000,449257,3568,710051,5577,92190,22649,88163,35965,124217,176671,68912,11239,70360,7472,22346,5307,11200,93224,625438,349433,181767,22.46,35.85,998.66,160501.56,-1,baseline
2000000,17628,219693,25678,1126,43393,74510,11593,297864,5679,84769,2000000,448890,3573,710513,5618,91825,22677,88120,36027,124486,176745,68910,11260,70323,7516,22348,5339,11203,93249,624458,349254,181900,22.46,35.86,998.67,161412.35,-1,baseline
2000000,17622,219510,25638,1142,43387,74448,11644,297799,5734,84791,2000000,449931,3586,711189,5623,92013,22661,88075,36047,124457,176699,68988,11262,70368,7502,22362,5330,11232,93338,623526,349603,181831,22.46,35.87,998.64,160652.65,-1,baseline
2000000,17640,219698,25698,1120,43391,74513,11611,297826,5691,84781,2000000,448971,3588,711480,5609,92478,22643,88124,35998,124451,176659,68925,11223,70374,7468,22341,5304,11196,93323,624326,349304,181768,22.46,35.88,998.61,160955.67,-1,baseline
2000000,17642,219546,25698,1136,43328,74502,11573,297906,5677,84792,2000000,449353,3534,711373,5602,92290,22643,88147,36017,124472,176615,68913,11232,70339,7466,22325,5300,11219,93413,623445,349702,181784,22.46,35.87,998.64,161107.6,-1,baseline
2000000,17628,220028,25657,1124,43368,74527,11591,297875,5679,84751,2000000,449442,3552,711361,5609,92536,22648,88182,35999,124289,176597,68951,11250,70340,7479,22350,5307,11219,93330,623850,349661,181830,22.46,35.87,998.64,160200.25,-1,baseline
2000000,17633,219958,25680,1112,43356,74477,11602,297786,5700,84780,2000000,448390,3561,710570,5634,92684,22684,88047,36027,124405,176574,68902,11257,70337,7477,22362,5321,11207,93295,623921,349354,181897,22.47,35.87,998.67,161412.35,-1,baseline
2000000,17588,220198,25622,1105,43336,74522,11580,297891,5627,84737,2000000,448717,3527,710592,5581,92251,22648,88073,35961,124281,176563,68907,11207,70317,7479,22319,5318,11232,93333,625085,349563,181812,22.47,35.89,998.61,161107.6,-1,baseline
2000000,17610,219758,25681,1117,43362,74540,11611,297627,5663,84746,2000000,450142,3533,712111,5623,92635,22673,88107,36005,124438,176708,68950,11237,70321,7473,22303,5277,11196,93240,624817,349381,181986,22.47,35.89,998.61,160050.01,-1,baseline
2000000,17628,220026,25629,1090,43341,74466,11593,297892,5682,84755,2000000,449318,3559,711671,5623,92911,22696,88175,36018,124480,176771,68903,11249,70339,7503,22360,5316,11207,93274,624164,349825,181877,22.47,35.87,998.63,160501.56,-1,baseline
2000000,17622,220000,25682,1131,43363,74446,11639,297946,5696,84760,2000000,449226,3570,711669,5611,92913,22639,88090,36002,124471,176682,68925,11228,70334,7473,22364,5314,11203,93270,625486,349143,181812,22.48,35.89,998.65,161259.84,-1,baseline
2000000,17612,219921,25682,1106,43415,74622,11598,297951,5705,84770,2000000,449443,3540,710604,5627,92537,22644,88072,35998,124434,176795,68928,11237,70367,7473,22348,5321,11239,93264,625185,349326,181743,22.48,35.89,998.63,160652.65,-1,baseline
2000000,17613,219989,25638,1099,43361,74552,11568,297789,5670,84748,2000000,449837,3549,711221,5608,92270,22650,88008,35989,124593,176676,68916,11214,70359,7484,22343,5332,11232,93319,625630,349626,181750,22.48,35.91,998.63,160200.25,-1,baseline
2000000,17621,219984,25653,1122,43389,74570,11595,297853,5682,84739,2000000,449511,3579,710862,5616,92366,22646,88079,36010,124524,176632,68917,11210,70316,7480,22350,5325,11192,93278,626547,349565,181793,22.48,35.89,998.63,160200.25,-1,baseline
2000000,17603,220050,25684,1142,43420,74597,11612,297696,5680,84728,2000000,449062,3510,709901,5622,92234,22642,88160,35980,124392,176638,68905,11216,70331,7468,22359,5336,11226,93286,625253,349856,181831,22.48,35.9,998.61,161259.84,-1,baseline
