precision_resistor,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,s30,s31,s32,temperature,humidity,deviceid,timestamp_ms,mfc_1,mfc_2,mfc_3,mfc_4,mfc_5,trial_state
10000.0,4838.0,448264.0,5509.0,228148.0,174088.0,5118.0,65349.0,147444.0,7398.0,207785.0,22240.0,43257.0,32909.0,311086.0,11388.0,45447.0,284829.0,12692.0,116554.0,12700.0,89159.0,26757.0,6809.0,179528.0,88944.0,99511.0,37999.0,45103.0,30205.0,383684.0,20174.0,15782.0,24.86,30.97,100139_3637_0700807,1676935349011,-1.0,-1.0,-1.0,-1.0,-1.0,baseline_11
10000.0,4840.0,448285.0,5513.0,227908.0,174083.0,5119.0,65357.0,147419.0,7400.0,207667.0,22237.0,43262.0,32907.0,311000.0,11386.0,45432.0,284873.0,12695.0,116537.0,12697.0,89133.0,26753.0,6818.0,179569.0,88952.0,99494.0,37995.0,45093.0,30229.0,383637.0,20178.0,15775.0,24.88,30.93,100139_3637_0700807,1676935350953,-1.0,-1.0,-1.0,-1.0,-1.0,baseline_11
10000.0,4841.0,447732.0,5513.0,228003.0,173963.0,5120.0,65328.0,147459.0,7403.0,207634.0,22227.0,43284.0,32906.0,310955.0,11386.0,45453.0,284758.0,12695.0,116481.0,12699.0,89071.0,26777.0,6815.0,179428.0,88887.0,99501.0,37995.0,45097.0,30194.0,383657.0,20176.0,15775.0,24.83,30.92,100139_3637_0700807,1676935351924,-1.0,-1.0,-1.0,-1.0,-1.0,baseline_11
10000.0,4841.0,448010.0,5507.0,228265.0,174041.0,5122.0,65375.0,147322.0,7399.0,207783.0,22228.0,43299.0,32910.0,310988.0,11387.0,45448.0,285162.0,12701.0,116515.0,12694.0,89137.0,26741.0,6814.0,179225.0,88868.0,99548.0,38000.0,45069.0,30231.0,383640.0,20175.0,15783.0,24.91,30.91,100139_3637_0700807,1676935352895,-1.0,-1.0,-1.0,-1.0,-1.0,baseline_11
10000.0,4837.0,447737.0,5511.0,228149.0,174015.0,5121.0,65324.0,147229.0,7394.0,207561.0,22225.0,43270.0,32910.0,310979.0,11388.0,45439.0,285212.0,12695.0,116433.0,12696.0,89092.0,26764.0,6814.0,179472.0,88898.0,99561.0,38006.0,45062.0,30157.0,383552.0,20176.0,15779.0,24.83,30.87,100139_3637_0700807,1676935353861,-1.0,-1.0,-1.0,-1.0,-1.0,baseline_11
10000.0,4837.0,447563.0,5510.0,228262.0,173996.0,5119.0,65336.0,147165.0,7397.0,207437.0,22233.0,43287.0,32912.0,310981.0,11387.0,45426.0,285049.0,12695.0,116486.0,12698.0,89098.0,26751.0,6810.0,179312.0,88889.0,99580.0,38015.0,45051.0,30222.0,383532.0,20174.0,15781.0,24.89,30.85,100139_3637_0700807,1676935354833,-1.0,-1.0,-1.0,-1.0,-1.0,baseline_11
10000.0,4835.0,447535.0,5509.0,227966.0,174076.0,5117.0,65336.0,147140.0,7400.0,207822.0,22225.0,43285.0,32906.0,311064.0,11386.0,45409.0,285071.0,12697.0,116515.0,12696.0,89090.0,26773.0,6810.0,179347.0,88879.0,99536.0,37987.0,45061.0,30223.0,383578.0,20174.0,15788.0,24.87,30.85,100139_3637_0700807,1676935355804,-1.0,-1.0,-1.0,-1.0,-1.0,baseline_11
10000.0,4841.0,447633.0,5510.0,228047.0,173997.0,5120.0,65336.0,147272.0,7397.0,207579.0,22226.0,43267.0,32907.0,310928.0,11389.0,45408.0,285012.0,12698.0,116466.0,12699.0,89105.0,26754.0,6813.0,179328.0,88906.0,99554.0,37995.0,45064.0,30189.0,383509.0,20172.0,15780.0,24.9,30.83,100139_3637_0700807,1676935356774,-1.0,-1.0,-1.0,-1.0,-1.0,baseline_11
10000.0,4840.0,447317.0,5507.0,227815.0,174067.0,5120.0,65294.0,147124.0,7398.0,207701.0,22231.0,43254.0,32911.0,311027.0,11389.0,45461.0,285007.0,12697.0,116419.0,12700.0,89121.0,26751.0,6811.0,179246.0,88879.0,99512.0,37980.0,45053.0,30209.0,383266.0,20179.0,15780.0,24.87,30.82,100139_3637_0700807,1676935357746,-1.0,-1.0,-1.0,-1.0,-1.0,baseline_11
10000.0,4837.0,447185.0,5509.0,227707.0,173863.0,5120.0,65301.0,147207.0,7398.0,207557.0,22228.0,43264.0,32913.0,311141.0,11388.0,45418.0,285086.0,12699.0,116487.0,12702.0,89128.0,26777.0,6811.0,179398.0,88856.0,99500.0,37989.0,45034.0,30244.0,383383.0,20174.0,15784.0,24.87,30.8,100139_3637_0700807,1676935358716,-1.0,-1.0,-1.0,-1.0,-1.0,baseline_11
10000.0,4838.0,447781.0,5513.0,227818.0,173946.0,5118.0,65370.0,147061.0,7401.0,207563.0,22223.0,43265.0,32906.0,311064.0,11384.0,45423.0,285091.0,12693.0,116576.0,12698.0,89110.0,26759.0,6812.0,179333.0,88866.0,99512.0,37989.0,45046.0,30234.0,383355.0,20173.0,15784.0,24.87,30.78,100139_3637_0700807,1676935359688,-1.0,-1.0,-1.0,-1.0,-1.0,baseline_11
10000.0,4837.0,447647.0,5515.0,228025.0,173804.0,5122.0,65277.0,147204.0,7394.0,207431.0,22227.0,43266.0,32908.0,311018.0,11386.0,45434.0,285120.0,12698.0,116450.0,12693.0,89128.0,26749.0,6811.0,179340.0,88859.0,99602.0,37987.0,45038.0,30251.0,383289.0,20177.0,15778.0,24.87,30.77,100139_3637_0700807,1676935360660,-1.0,-1.0,-1.0,-1.0,-1.0,baseline_11
10000.0,4836.0,447384.0,5510.0,227945.0,173795.0,5117.0,65268.0,147072.0,7400.0,207343.0,22217.0,43269.0,32909.0,311070.0,11386.0,45446.0,285018.0,12695.0,116463.0,12699.0,89137.0,26774.0,6810.0,179363.0,88861.0,99571.0,37997.0,44993.0,30282.0,383384.0,20174.0,15787.0,24.94,30.76,100139_3637_0700807,1676935361631,-1.0,-1.0,-1.0,-1.0,-1.0,baseline_11
10000.0,4841.0,448088.0,5511.0,227792.0,173932.0,5122.0,65332.0,146749.0,7399.0,207554.0,22213.0,43274.0,32909.0,310915.0,11384.0,45415.0,285211.0,12695.0,116468.0,12700.0,89114.0,26745.0,6809.0,179127.0,88801.0,99520.0,37990.0,45020.0,30251.0,383331.0,20176.0,15773.0,24.91,30.76,100139_3637_0700807,1676935362602,-1.0,-1.0,-1.0,-1.0,-1.0,baseline_11
10000.0,4837.0,447562.0,5511.0,228061.0,174040.0,5123.0,65394.0,147203.0,7398.0,207481.0,22210.0,43262.0,32919.0,310826.0,11379.0,45409.0,284846.0,12694.0,116559.0,12696.0,89145.0,26753.0,6811.0,179228.0,88818.0,99567.0,37977.0,45029.0,30234.0,383197.0,20167.0,15774.0,24.92,30.75,100139_3637_0700807,1676935363573,-1.0,-1.0,-1.0,-1.0,-1.0,baseline_11
10000.0,4834.0,447683.0,5510.0,228213.0,174092.0,5118.0,65273.0,147179.0,7404.0,206998.0,22219.0,43267.0,32919.0,310921.0,11381.0,45406.0,284965.0,12698.0,116571.0,12697.0,89138.0,26766.0,6817.0,179278.0,88819.0,99532.0,37973.0,45013.0,30202.0,383157.0,20177.0,15784.0,24.87,30.73,100139_3637_0700807,1676935364544,-1.0,-1.0,-1.0,-1.0,-1.0,baseline_11
10000.0,4840.0,447828.0,5511.0,227933.0,173774.0,5119.0,65335.0,146546.0,7400.0,207360.0,22216.0,43270.0,32910.0,310892.0,11379.0,45408.0,284656.0,12693.0,116538.0,12699.0,89144.0,26751.0,6811.0,179239.0,88892.0,99504.0,37990.0,45001.0,30244.0,383117.0,20175.0,15774.0,24.9,30.7,100139_3637_0700807,1676935365513,-1.0,-1.0,-1.0,-1.0,-1.0,baseline_11
10000.0,4838.0,447437.0,5507.0,228007.0,173950.0,5119.0,65418.0,147081.0,7399.0,207383.0,22218.0,43258.0,32912.0,310970.0,11383.0,45392.0,285454.0,12698.0,116527.0,12698.0,89153.0,26766.0,6810.0,179163.0,88844.0,99556.0,37989.0,44991.0,30156.0,383159.0,20173.0,15776.0,24.87,30.69,100139_3637_0700807,1676935366486,-1.0,-1.0,-1.0,-1.0,-1.0,baseline_11
10000.0,4838.0,447992.0,5511.0,228226.0,173998.0,5117.0,65381.0,146811.0,7396.0,207240.0,22216.0,43279.0,32920.0,310904.0,11381.0,45394.0,284697.0,12698.0,116460.0,12697.0,89167.0,26763.0,6811.0,179013.0,88857.0,99529.0,37971.0,44991.0,30225.0,382954.0,20173.0,15779.0,24.9,30.68,100139_3637_0700807,1676935367456,-1.0,-1.0,-1.0,-1.0,-1.0,baseline_11
10000.0,4838.0,447862.0,5514.0,227873.0,173952.0,5119.0,65472.0,147252.0,7395.0,207502.0,22219.0,43273.0,32908.0,311012.0,11379.0,45399.0,284835.0,12689.0,116465.0,12700.0,89150.0,26765.0,6816.0,178932.0,88833.0,99519.0,37967.0,44959.0,30200.0,383056.0,20176.0,15783.0,24.9,30.66,100139_3637_0700807,1676935368427,-1.0,-1.0,-1.0,-1.0,-1.0,baseline_11
