RRF0,CHR0,CHR1,CHR2,CHR3,CHR4,CHR5,CHR6,CHR7,CHR8,CHR9,CHR10,CHR11,CHR12,CHR13,CHR14,CHR15,CHR16,CHR17,CHR18,CHR19,CHR20,CHR21,CHR22,CHR23,CHR24,CHR25,CHR26,CHR27,CHR28,CHR29,CHR30,CHR31,T0,H0,P0,GAS0,FAN0,Trial State
2000000,14712,937708,234346,629160,102225,58592,24381,377235,67812,449436,2000000,72223,10607,600687,134482,224193,167421,174343,138855,193716,218934,116042,32401,162352,27889,162322,34398,18425,1176297,630500,86944,103463,22.64,34.01,1000.97,116073.45,-1,baseline
2000000,14698,941990,234649,628980,102360,58513,24376,376866,67868,449223,2000000,72201,10604,600744,134355,223304,167336,174541,138631,193734,218914,116040,32383,162035,27904,162398,34400,18417,1142600,630347,86955,103461,22.63,33.99,1000.95,116152.45,-1,baseline
2000000,14682,936832,234249,628457,102341,58599,24383,376780,67874,450147,2000000,72176,10605,600556,134291,223441,167164,174482,138800,193719,219005,116034,32347,161742,27871,162344,34385,18400,1165334,630156,86924,103438,22.63,33.96,1000.91,115758.53,-1,baseline
2000000,14701,939602,234149,628913,102449,58553,24399,377068,67815,449001,2000000,72211,10627,601048,134362,223420,167312,174598,138755,193728,218891,116018,32358,161582,27885,162371,34369,18394,1167195,630091,86951,103409,22.63,33.96,1000.91,115994.56,-1,baseline
2000000,14682,940947,234123,628264,102261,58556,24368,377037,67824,449439,2000000,72181,10596,600768,134170,223560,167320,174563,138734,193700,219038,116043,32393,161393,27884,162425,34371,18387,1154296,630020,86944,103397,22.64,33.95,1000.93,115680.07,-1,baseline
2000000,14678,937887,234299,628293,102204,58577,24408,376781,67844,449965,2000000,72287,10598,600972,134304,223866,167414,174578,138695,193687,218820,116015,32363,161364,27882,162405,34364,18432,1170994,632151,86972,103465,22.62,33.92,1000.89,116073.45,-1,baseline
2000000,14682,937642,234375,628837,102237,58599,24388,377097,67831,449833,2000000,72480,10581,600886,134348,224198,167431,174999,138772,193669,218799,116150,32405,161216,27879,162507,34407,18473,1169176,633600,86952,103504,22.63,33.88,1000.92,116073.45,-1,baseline
2000000,14694,938309,234610,629359,102369,58621,24404,377359,67858,450219,2000000,72660,10588,601030,134573,223291,167245,174857,138547,193756,218803,116177,32340,161232,27859,162485,34420,18473,1158973,633743,86901,103491,22.63,33.88,1000.92,116310.76,-1,baseline
2000000,14710,942047,234233,629867,102279,58620,24397,377046,67854,449339,2000000,72371,10590,600924,134288,223691,167296,174700,138753,193835,218868,116113,32367,160808,27896,162317,34369,18412,1169413,631419,86929,103460,22.64,33.9,1000.92,115994.56,-1,baseline
2000000,14689,942478,234631,628851,102263,58675,24363,377024,67844,450048,2000000,72328,10607,600495,134289,223416,167334,174771,138619,193787,218878,115981,32362,160685,27893,162250,34351,18398,1159128,632023,86907,103458,22.64,33.88,1000.92,116231.55,-1,baseline
2000000,14703,944171,234603,628911,102192,58643,24395,377191,67886,450220,2000000,72619,10593,601413,134442,222688,167317,174599,138616,193741,218803,116037,32366,160788,27852,162345,34376,18425,1166673,633392,86971,103556,22.65,33.86,1000.92,116073.45,-1,baseline
2000000,14703,940118,234307,628616,102269,58638,24390,377131,67872,450220,2000000,72450,10582,601313,134560,222758,167292,174913,138772,193659,218787,116091,32375,160566,27864,162405,34389,18400,1184396,631864,86930,103465,22.65,33.88,1000.91,115837.1,-1,baseline
2000000,14680,940933,234074,628645,102313,58522,24367,377184,67829,449611,2000000,72312,10600,601111,134315,222794,167248,174683,138649,193630,218750,116096,32358,160210,27862,162382,34371,18417,1168583,630952,86938,103477,22.64,33.88,1000.9,115758.53,-1,baseline
2000000,14690,942192,233750,628624,102232,58539,24379,376822,67862,448882,2000000,72197,10597,601065,134181,223862,167325,174753,138731,193608,218632,116134,32369,159883,27889,162416,34354,18407,1179344,629873,86926,103429,22.65,33.9,1000.92,116390.08,-1,baseline
2000000,14685,941968,233627,627711,102199,58515,24394,377143,67859,448621,2000000,72195,10607,601051,134403,224455,167298,174750,138778,193716,218599,116111,32390,159603,27894,162279,34373,18382,1142203,629467,86971,103428,22.65,33.89,1000.92,116310.76,-1,baseline
2000000,14675,942778,234138,628122,102186,58500,24388,376909,67861,448695,2000000,72130,10579,601102,134114,224992,167468,174698,138707,193614,218669,116039,32360,159326,27839,162319,34337,18357,1140734,629352,86930,103469,22.66,33.88,1000.9,115994.56,-1,baseline
