RRF0,CHR0,CHR1,CHR2,CHR3,CHR4,CHR5,CHR6,CHR7,CHR8,CHR9,CHR10,CHR11,CHR12,CHR13,CHR14,CHR15,CHR16,CHR17,CHR18,CHR19,CHR20,CHR21,CHR22,CHR23,CHR24,CHR25,CHR26,CHR27,CHR28,CHR29,CHR30,CHR31,T0,H0,P0,GAS0,FAN0,Trial State
2000000,17566,217031,25799,1122,43709,74666,11760,296595,5672,84731,2000000,442900,3610,699341,5410,93687,23928,88039,36107,124450,175813,68513,11266,64955,8109,22628,5314,11314,87241,604105,348751,180757,22.05,33.31,1001.19,178833.39,-1,baseline
2000000,17534,216927,25823,1119,43735,74664,11786,296745,5714,84711,2000000,443736,3589,699896,5405,93985,23904,87892,36091,124448,175717,68513,11257,64981,8134,22676,5304,11312,87247,604294,349239,180781,22.05,33.31,1001.17,177901.32,-1,baseline
2000000,17581,216977,25837,1120,43718,74703,11789,296743,5726,84768,2000000,442100,3595,699552,5419,93756,23945,87961,36091,124447,175804,68500,11258,64961,8135,22676,5295,11317,87193,604295,349348,180682,22.06,33.31,1001.16,178646.2,-1,baseline
2000000,17563,217039,25831,1142,43753,74739,11778,296844,5721,84739,2000000,443412,3556,701326,5384,93638,23888,88060,36073,124461,175864,68480,11219,64935,8103,22648,5279,11314,87189,603663,349024,180589,22.04,33.29,1001.1,177901.32,-1,baseline
2000000,17543,216941,25806,1136,43724,74762,11755,296696,5689,84701,2000000,443662,3565,700317,5394,93658,23928,87887,36075,124491,175967,68481,11230,64934,8116,22642,5275,11335,87217,604597,348788,180759,22.04,33.32,1001.12,178833.39,-1,baseline
2000000,17556,217136,25801,1149,43709,74838,11750,296703,5704,84717,2000000,444790,3568,701063,5403,93946,23917,87971,36108,124485,175898,68508,11239,64922,8098,22641,5284,11324,87171,603528,348888,180761,22.05,33.3,1001.13,178272.98,-1,baseline
2000000,17559,216761,25824,1126,43689,74743,11745,296748,5700,84723,2000000,446141,3547,700436,5369,93659,23879,87949,36089,124435,175878,68487,11223,64995,8105,22621,5281,11305,87219,604294,349312,180660,22.05,33.3,1001.14,178459.39,-1,baseline
2000000,17543,216999,25825,1103,43677,74690,11745,296890,5695,84743,2000000,445307,3561,700951,5366,93634,23887,87993,36071,124410,175833,68485,11232,64944,8093,22643,5293,11294,87148,604174,349037,180784,22.04,33.31,1001.13,178646.2,-1,baseline
2000000,17543,217062,25778,1122,43706,74700,11720,296719,5670,84724,2000000,445360,3559,700740,5355,93330,23878,87988,36047,124466,175781,68447,11223,64929,8066,22637,5275,11307,87159,604856,349375,180760,22.04,33.31,1001.14,177901.32,-1,baseline
2000000,17525,217007,25794,1112,43713,74693,11752,296776,5659,84772,2000000,447096,3581,700820,5403,93357,23894,88023,36099,124470,175945,68504,11214,65066,8116,22630,5281,11339,87255,605248,349128,180800,22.03,33.32,1001.14,178833.39,-1,baseline
2000000,17552,216664,25812,1143,43744,74631,11750,296870,5666,84807,2000000,448498,3547,701333,5393,93531,23883,87921,36108,124457,175916,68470,11240,65094,8104,22633,5268,11346,87255,606366,349613,180772,22.03,33.31,1001.15,178459.39,-1,baseline
2000000,17550,217038,25826,1158,43708,74623,11750,296765,5703,84798,2000000,446314,3575,700633,5416,93425,23931,88009,36128,124469,175881,68522,11269,65036,8134,22657,5300,11362,87257,605024,349137,180818,22.03,33.33,1001.13,177716.07,-1,baseline
2000000,17563,216978,25814,1127,43731,74712,11741,296666,5703,84763,2000000,447301,3570,700475,5389,93871,23912,88054,36095,124437,175712,68476,11226,64962,8103,22616,5295,11289,87147,604798,348719,180692,22.03,33.34,1001.12,178272.98,-1,baseline
2000000,17577,216860,25817,1172,43726,74738,11789,296751,5721,84780,2000000,445561,3589,700410,5424,93699,23937,88118,36129,124451,175815,68535,11271,65048,8162,22649,5314,11326,87251,603719,349034,180755,22.04,33.36,1001.15,178646.2,-1,baseline
2000000,17515,216778,25794,1131,43705,74617,11743,296798,5689,84689,2000000,445328,3557,700332,5430,93677,23928,88007,36113,124413,175737,68481,11248,65013,8150,22646,5312,11305,87185,602920,348990,180832,22.03,33.34,1001.12,178272.98,-1,baseline
2000000,17552,216842,25788,1133,43711,74645,11755,296761,5698,84735,2000000,445386,3575,699670,5389,93436,23919,87943,36080,124527,175680,68500,11253,65010,8104,22628,5304,11330,87204,603092,348759,180771,22.03,33.35,1001.11,178272.98,-1,baseline
2000000,17520,216662,25791,1117,43726,74703,11762,296656,5721,84778,2000000,445860,3543,700340,5403,93555,23915,87932,36100,124454,175715,68495,11241,64965,8118,22642,5279,11296,87128,604978,348520,180744,22.03,33.34,1001.12,178272.98,-1,baseline
2000000,17584,217223,25794,1126,43771,74719,11793,296787,5721,84758,2000000,445187,3596,700212,5419,93720,23919,87875,36141,124477,175729,68481,11253,64949,8109,22616,5300,11284,87177,603560,348871,180764,22.02,33.36,1001.11,178272.98,-1,baseline
2000000,17532,216967,25756,1124,43728,74662,11755,296768,5714,84749,2000000,444933,3536,699635,5387,93381,23892,87861,36126,124524,175659,68475,11242,64932,8093,22646,5298,11300,87233,603703,348857,180767,22.02,33.35,1001.12,179397.34,-1,baseline
2000000,17543,216977,25790,1112,43703,74659,11754,296699,5679,84702,2000000,446749,3572,700258,5377,93402,23903,87919,36116,124462,175794,68452,11253,64939,8095,22622,5289,11300,87195,603632,349153,180724,22.02,33.34,1001.17,178272.98,-1,baseline
2000000,17525,216857,25789,1113,43712,74592,11755,296617,5693,84665,2000000,446603,3545,699606,5392,93666,23905,87979,36106,124484,175827,68518,11260,64891,8102,22659,5289,11276,87128,604075,348355,180699,22.01,33.34,1001.16,179586.1,-1,baseline
2000000,17547,216922,25778,1101,43670,74637,11753,296777,5698,84691,2000000,446076,3570,699455,5396,93708,23883,87952,36077,124459,175858,68486,11255,64871,8096,22639,5295,11305,87190,603840,348710,180702,22.03,33.34,1001.22,179020.98,-1,baseline
2000000,17566,217142,25815,1105,43654,74658,11746,296773,5698,84724,2000000,446558,3552,700627,5364,93479,23899,87962,36089,124416,175830,68463,11232,64914,8080,22633,5291,11283,87154,602676,348672,180729,22.02,33.32,1001.17,179586.1,-1,baseline
2000000,17538,216989,25777,1142,43693,74598,11773,296870,5680,84709,2000000,447188,3572,700552,5398,93386,23917,88037,36094,124521,175720,68472,11250,64906,8109,22626,5277,11308,87084,603368,349175,180643,22.01,33.34,1001.19,178459.39,-1,baseline
2000000,17554,217103,25780,1147,43703,74557,11777,296677,5698,84706,2000000,446665,3593,701390,5401,93581,23924,87953,36081,124538,175849,68525,11237,64923,8107,22671,5277,11308,87116,602517,349135,180768,22.02,33.34,1001.17,177901.32,-1,baseline
2000000,17559,216773,25779,1122,43706,74575,11766,296662,5728,84714,2000000,446091,3572,700904,5391,93398,23908,87921,36093,124500,175757,68465,11242,64976,8116,22675,5293,11296,87151,603404,349417,180771,22.02,33.35,1001.14,178086.95,-1,baseline
2000000,17536,216583,25806,1126,43691,74670,11736,296819,5679,84758,2000000,445448,3527,700428,5362,93659,23872,87975,36102,124505,175805,68484,11216,64891,8093,22632,5258,11292,87067,603981,349017,180812,22.02,33.34,1001.16,178646.2,-1,baseline
2000000,17547,216938,25805,1131,43700,74652,11736,296816,5684,84689,2000000,446043,3570,700180,5368,93826,23895,87976,36095,124469,175736,68452,11233,64867,8116,22615,5288,11294,87159,602185,349522,180759,22.03,33.32,1001.17,178646.2,-1,baseline
2000000,17561,217166,25801,1117,43716,74683,11766,296716,5705,84707,2000000,445973,3559,701119,5368,93659,23896,87909,36131,124454,175800,68511,11226,64876,8084,22630,5263,11292,87044,603945,349118,180768,22.02,33.33,1001.16,178272.98,-1,baseline
2000000,17531,217197,25825,1120,43689,74669,11763,296750,5735,84750,2000000,445557,3589,699583,5394,93805,23912,87881,36135,124457,175876,68476,11244,64817,8144,22639,5316,11328,87107,602695,349553,180713,22.02,33.32,1001.18,178272.98,-1,baseline
2000000,17572,217411,25805,1140,43689,74642,11791,296816,5712,84713,2000000,445923,3570,700751,5378,93945,23904,87873,36073,124533,175802,68440,11235,64824,8089,22655,5304,11296,87143,602091,349367,180677,22.02,33.33,1001.18,178646.2,-1,baseline
2000000,17538,217088,25810,1140,43693,74598,11738,296962,5695,84695,2000000,446017,3566,700328,5400,93764,23894,87989,36097,124494,175949,68532,11248,64821,8107,22668,5316,11287,87142,602836,349475,180838,22.03,33.32,1001.17,179208.95,-1,baseline
2000000,17557,217162,25796,1129,43685,74572,11731,296885,5684,84684,2000000,445922,3552,700421,5392,93558,23930,87918,36065,124448,175818,68517,11282,64824,8123,22662,5291,11291,87148,604080,348876,180821,22.03,33.33,1001.19,179397.34,-1,baseline
2000000,17572,217187,25787,1140,43698,74667,11763,296870,5705,84689,2000000,446583,3568,699778,5401,93687,23910,87864,36095,124476,175912,68468,11256,64888,8116,22648,5281,11303,87108,604062,349072,180869,22.04,33.32,1001.19,178646.2,-1,baseline
2000000,17579,216832,25749,1152,43673,74589,11750,296713,5703,84727,2000000,446262,3586,699750,5380,93544,23915,87896,36071,124381,175914,68486,11251,64877,8118,22662,5321,11319,87099,604136,349288,180845,22.04,33.32,1001.2,179020.98,-1,baseline
2000000,17563,217075,25817,1168,43687,74619,11775,296815,5693,84682,2000000,446551,3557,700249,5392,93255,23893,87840,36080,124447,175817,68453,11212,64845,8109,22626,5295,11303,87108,604272,349682,180814,22.04,33.32,1001.18,179020.98,-1,baseline
