precision_resistor,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,s30,s31,s32,temperature,humidity,deviceid,timestamp_ms,mfc_1,mfc_2,mfc_3,mfc_4,mfc_5,trial_state
10000.0,4863.0,468369.0,5516.0,225509.0,174926.0,5141.0,65821.0,147631.0,7406.0,218039.0,22920.0,43788.0,32944.0,316006.0,11660.0,46550.0,288477.0,12759.0,117036.0,12683.0,89154.0,27095.0,6885.0,188266.0,91401.0,99612.0,39437.0,52291.0,30398.0,411395.0,20180.0,15769.0,26.07,31.85,100139_3637_0700807,1676927663985,-1.0,-1.0,-1.0,-1.0,-1.0,baseline_11
10000.0,4859.0,468008.0,5516.0,225531.0,175039.0,5139.0,65853.0,147471.0,7400.0,217860.0,22906.0,43767.0,32936.0,316042.0,11662.0,46553.0,288643.0,12759.0,116964.0,12688.0,89184.0,27108.0,6881.0,188226.0,91378.0,99543.0,39450.0,52283.0,30407.0,411424.0,20178.0,15766.0,26.1,31.82,100139_3637_0700807,1676927665926,-1.0,-1.0,-1.0,-1.0,-1.0,baseline_11
10000.0,4862.0,467980.0,5518.0,225501.0,174893.0,5140.0,65804.0,147527.0,7405.0,217866.0,22915.0,43773.0,32927.0,316006.0,11663.0,46537.0,288660.0,12760.0,117083.0,12692.0,89162.0,27111.0,6883.0,188202.0,91379.0,99603.0,39463.0,52258.0,30416.0,411528.0,20176.0,15767.0,26.07,31.82,100139_3637_0700807,1676927666898,-1.0,-1.0,-1.0,-1.0,-1.0,baseline_11
10000.0,4863.0,467908.0,5512.0,225857.0,174831.0,5140.0,65807.0,147613.0,7401.0,217769.0,22901.0,43774.0,32926.0,316037.0,11658.0,46542.0,288675.0,12760.0,117080.0,12690.0,89153.0,27095.0,6888.0,188378.0,91379.0,99645.0,39468.0,52217.0,30503.0,411455.0,20183.0,15762.0,26.05,31.83,100139_3637_0700807,1676927667868,-1.0,-1.0,-1.0,-1.0,-1.0,baseline_11
10000.0,4866.0,467848.0,5515.0,225862.0,174916.0,5138.0,65823.0,147768.0,7401.0,218026.0,22901.0,43767.0,32929.0,316050.0,11659.0,46539.0,288906.0,12755.0,117094.0,12686.0,89154.0,27105.0,6882.0,188128.0,91362.0,99543.0,39463.0,52214.0,30452.0,411527.0,20182.0,15759.0,26.08,31.81,100139_3637_0700807,1676927668829,-1.0,-1.0,-1.0,-1.0,-1.0,baseline_11
10000.0,4861.0,467499.0,5514.0,225811.0,174908.0,5140.0,65917.0,147623.0,7405.0,218099.0,22905.0,43782.0,32931.0,316013.0,11658.0,46577.0,288736.0,12758.0,117066.0,12688.0,89140.0,27112.0,6883.0,188188.0,91356.0,99635.0,39438.0,52190.0,30507.0,411394.0,20183.0,15757.0,26.08,31.82,100139_3637_0700807,1676927669800,-1.0,-1.0,-1.0,-1.0,-1.0,baseline_11
10000.0,4861.0,467375.0,5516.0,225761.0,174941.0,5140.0,65960.0,147728.0,7402.0,218398.0,22913.0,43783.0,32925.0,315949.0,11657.0,46529.0,288656.0,12758.0,117095.0,12684.0,89171.0,27115.0,6881.0,188218.0,91356.0,99543.0,39459.0,52208.0,30489.0,411289.0,20179.0,15766.0,26.05,31.79,100139_3637_0700807,1676927670771,-1.0,-1.0,-1.0,-1.0,-1.0,baseline_11
10000.0,4862.0,466968.0,5518.0,225561.0,174753.0,5139.0,65862.0,147779.0,7400.0,217733.0,22913.0,43807.0,32928.0,315902.0,11656.0,46534.0,288309.0,12759.0,116931.0,12689.0,89140.0,27100.0,6881.0,188044.0,91331.0,99591.0,39451.0,52207.0,30443.0,411054.0,20182.0,15766.0,26.08,31.77,100139_3637_0700807,1676927671741,-1.0,-1.0,-1.0,-1.0,-1.0,baseline_11
10000.0,4863.0,467253.0,5514.0,225430.0,174873.0,5144.0,65889.0,147686.0,7406.0,217898.0,22910.0,43747.0,32936.0,316026.0,11656.0,46519.0,288767.0,12762.0,116936.0,12689.0,89175.0,27113.0,6884.0,188013.0,91329.0,99607.0,39448.0,52189.0,30428.0,411002.0,20184.0,15761.0,26.06,31.76,100139_3637_0700807,1676927672712,-1.0,-1.0,-1.0,-1.0,-1.0,baseline_11
10000.0,4863.0,467030.0,5515.0,225607.0,174943.0,5142.0,65858.0,147661.0,7399.0,217537.0,22908.0,43762.0,32937.0,316228.0,11651.0,46525.0,288457.0,12759.0,116948.0,12683.0,89167.0,27088.0,6883.0,187984.0,91354.0,99569.0,39449.0,52158.0,30402.0,411049.0,20175.0,15758.0,26.09,31.75,100139_3637_0700807,1676927673682,-1.0,-1.0,-1.0,-1.0,-1.0,baseline_11
10000.0,4860.0,468013.0,5518.0,225773.0,174915.0,5138.0,65795.0,147689.0,7400.0,217921.0,22907.0,43745.0,32925.0,315973.0,11654.0,46540.0,288855.0,12757.0,116931.0,12691.0,89161.0,27101.0,6886.0,187855.0,91309.0,99577.0,39444.0,52128.0,30345.0,411051.0,20179.0,15761.0,26.06,31.73,100139_3637_0700807,1676927674653,-1.0,-1.0,-1.0,-1.0,-1.0,baseline_11
